numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
X00001052,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001053,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001054,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001054,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001056,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001057,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001058,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001059,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001060,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001061,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001062,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001062,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001064,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001065,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001066,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001067,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001068,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001069,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001070,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001070,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001072,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001073,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001074,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001075,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001076,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001077,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001078,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001078,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001080,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001081,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001082,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001083,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001084,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001085,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001086,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001086,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001088,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001089,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001090,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001091,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001092,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001093,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001094,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001094,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001096,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001097,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001098,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001099,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001100,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001101,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001102,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001102,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001104,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001105,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001106,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001107,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001108,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001109,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001110,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001110,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001112,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001113,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001114,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001115,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001116,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001117,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001118,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001118,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001120,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001121,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001122,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001123,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001124,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001125,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001126,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001126,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001128,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001129,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001130,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001131,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001132,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001133,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001134,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001134,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001136,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001137,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001138,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001139,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001140,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001141,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001142,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001142,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001144,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001145,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001146,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001147,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001148,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001149,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001150,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001150,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001152,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001153,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001154,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001155,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001156,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001157,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001158,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001158,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001160,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001161,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001162,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001163,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001164,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001165,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001166,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001166,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001168,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001169,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001170,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001171,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001172,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001173,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001174,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001174,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001176,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001177,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001178,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001179,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001180,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001181,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001182,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001182,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001184,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001185,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001186,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001187,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001188,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001189,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001190,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001190,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001192,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001193,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001194,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001195,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001196,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001197,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001198,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001198,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001200,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001201,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001202,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001203,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001204,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001205,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001206,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001206,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001208,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001209,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001210,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001211,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001212,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001213,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001214,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001214,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001216,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001217,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001218,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001219,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001220,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001221,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001222,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001222,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001224,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001225,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001226,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001227,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001228,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001229,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001230,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001230,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001232,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001233,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001234,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001235,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001236,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001237,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001238,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001238,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001240,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001241,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001242,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001243,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001244,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001245,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001246,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001246,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001248,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001249,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001250,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001251,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001252,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001253,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001254,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001254,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001256,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001257,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001258,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001259,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001260,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001261,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001262,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001262,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001264,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001265,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001266,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001267,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001268,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001269,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001270,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001270,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001272,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001273,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001274,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001275,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001276,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001277,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001278,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001278,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001280,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001281,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001282,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001283,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001284,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001285,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001286,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001286,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001288,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001289,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001290,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001291,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001292,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001293,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001294,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001294,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001296,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001297,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001298,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001299,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001300,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001301,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001302,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001302,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001304,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001305,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001306,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001307,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001308,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001309,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001310,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001310,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001312,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001313,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001314,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001315,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001316,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001317,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001318,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001318,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001320,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001321,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001322,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001323,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001324,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001325,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001326,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001326,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001328,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001329,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001330,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001331,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001332,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001333,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001334,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001334,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001336,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001337,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001338,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001339,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001340,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001341,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001342,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001342,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001344,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001345,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001346,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001347,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001348,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001349,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001350,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001350,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001352,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001353,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001354,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001355,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001356,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001357,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001358,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001358,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001360,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001361,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001362,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001363,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001364,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001365,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001366,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001366,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001368,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001369,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001370,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001371,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001372,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001373,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001374,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001374,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001376,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001377,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001378,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001379,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001380,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001381,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001382,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001382,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001384,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001385,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001386,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001387,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001388,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001389,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001390,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001390,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001392,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001393,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001394,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001395,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001396,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001397,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001398,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001398,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001400,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001401,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001402,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001403,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001404,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001405,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001406,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001406,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001408,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001409,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001410,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001411,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001412,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001413,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001414,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001414,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001416,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001417,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001418,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001419,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001420,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001421,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001422,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001422,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001424,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001425,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001426,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001427,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001428,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001429,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001430,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001430,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001432,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001433,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001434,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001435,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001436,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001437,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001438,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
